@relation gps_clustered

@attribute Instance_number numeric
@attribute udid string
@attribute jingdu numeric
@attribute weidu numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10}

@data
10282,9febba2a9d26526e,0.530278,0.703704,cluster2
10283,a0022f23d2936eda,0.27691,0.656132,cluster10
10284,a0022f23d2936eda,0.27691,0.656132,cluster10
10285,a0022f23d2936eda,0.27691,0.656132,cluster10
10286,a0022f23d2936eda,0.276914,0.656134,cluster10
10287,a0022f23d2936eda,0.27691,0.656133,cluster10
10288,a03e9c990c3a899,0.401537,0.656829,cluster7
10289,a03e9c990c3a899,0.40167,0.656846,cluster7
10290,a03e9c990c3a899,0.402126,0.656925,cluster7
10291,a03e9c990c3a899,0.402615,0.657261,cluster7
10292,a03e9c990c3a899,0.404295,0.656625,cluster7
10293,a053a03c756654d6,0.279322,0.657821,cluster10
10294,a053a03c756654d6,0.279318,0.657819,cluster10
10295,a074ff14aeaab5e2,0.352009,0.670612,cluster4
10296,a074ff14aeaab5e2,0.352009,0.670612,cluster4
10297,a074ff14aeaab5e2,0.352009,0.670612,cluster4
10298,a074ff14aeaab5e2,0.352009,0.670612,cluster4
10299,a087a5c79cad4e68,0.355385,0.673801,cluster4
10300,a0ee954d6dce6553,0.35626,0.675557,cluster4
10301,a0ee954d6dce6553,0.35626,0.675558,cluster4
10302,a0ee954d6dce6553,0.35626,0.675558,cluster4
10303,a0ee954d6dce6553,0.356261,0.675558,cluster4
10304,a0ee954d6dce6553,0.356261,0.675557,cluster4
10305,a0ff6dfe101ef78,0.260855,0.629284,cluster9
10306,a105773c3f3e52ae,0.508007,0.696381,cluster2
10307,a105773c3f3e52ae,0.508007,0.696381,cluster2
10308,a1246a0188f515f7,0.399511,0.630948,cluster3
10309,a1246a0188f515f7,0.399511,0.630949,cluster3
10310,a197e7cf4a75eca5,0.35876,0.670446,cluster4
10311,a197e7cf4a75eca5,0.358751,0.67044,cluster4
10312,a1c4fcad256e15b7,0.357397,0.669233,cluster4
10313,a1c4fcad256e15b7,0.357395,0.669236,cluster4
10314,a1c4fcad256e15b7,0.357395,0.669236,cluster4
10315,a1c4fcad256e15b7,0.357395,0.669236,cluster4
10316,a1c4fcad256e15b7,0.357395,0.669236,cluster4
10317,a1c4fcad256e15b7,0.357393,0.66923,cluster4
10318,a1c4fcad256e15b7,0.357397,0.669233,cluster4
10319,a1c4fcad256e15b7,0.357397,0.669233,cluster4
10320,a1c4fcad256e15b7,0.357393,0.669234,cluster4
10321,9e8eae037c369c6,0.424547,0.655792,cluster7
10322,9ea917e1bb704c0e,0.348795,0.635305,cluster4
10323,9ef169b72b53fc30,0.403894,0.662594,cluster7
10324,9ef169b72b53fc30,0.403894,0.662594,cluster7
10325,9ef169b72b53fc30,0.403894,0.662594,cluster7
10326,9ef169b72b53fc30,0.403894,0.662594,cluster7
10327,9ef169b72b53fc30,0.403916,0.662511,cluster7
10328,9ef169b72b53fc30,0.403916,0.662511,cluster7
10329,9ef169b72b53fc30,0.404023,0.662427,cluster7
10330,9ef169b72b53fc30,0.404023,0.662427,cluster7
10331,9f51fceac15ae54f,0.360618,0.670818,cluster4
10332,9f51fceac15ae54f,0.360293,0.670804,cluster4
10333,9f51fceac15ae54f,0.360618,0.670818,cluster4
10334,9f7e2148e9228d85,0.26409,0.629152,cluster9
10335,9fdf9bf2fe0da3be,0.359525,0.67486,cluster4
10336,9fdf9bf2fe0da3be,0.359524,0.67486,cluster4
10337,9fdf9bf2fe0da3be,0.359524,0.67486,cluster4
10338,9fdf9bf2fe0da3be,0.359525,0.67486,cluster4
10339,9fdf9bf2fe0da3be,0.359525,0.67486,cluster4
10340,a03e9c990c3a899,0.404295,0.656625,cluster7
10341,a03e9c990c3a899,0.403302,0.655567,cluster7
10342,a03e9c990c3a899,0.400924,0.655826,cluster7
10343,a03e9c990c3a899,0.400888,0.655666,cluster7
10344,a03e9c990c3a899,0.400569,0.655751,cluster7
10345,a053a03c756654d6,0.279318,0.657819,cluster10
10346,a053a03c756654d6,0.279363,0.657808,cluster10
10347,a053a03c756654d6,0.279322,0.657821,cluster10
10348,a053a03c756654d6,0.279316,0.657817,cluster10
10349,a053a03c756654d6,0.279363,0.657808,cluster10
10350,a053a03c756654d6,0.279304,0.657831,cluster10
10351,a053a03c756654d6,0.279323,0.657821,cluster10
10352,a053a03c756654d6,0.279363,0.657808,cluster10
10353,a053a03c756654d6,0.279321,0.657824,cluster10
10354,a053a03c756654d6,0.279363,0.657808,cluster10
10355,a053a03c756654d6,0.279323,0.657821,cluster10
10356,a053a03c756654d6,0.279363,0.657808,cluster10
10357,a0709ea56e78b241,0.356684,0.674174,cluster4
10358,a0709ea56e78b241,0.356755,0.674084,cluster4
10359,a0709ea56e78b241,0.356753,0.674082,cluster4
10360,a074ff14aeaab5e2,0.352009,0.670612,cluster4
10361,a0abc26b7445e5b7,0.254316,0.632507,cluster9
10362,a0acd3fe3ae01fb3,0.392471,0.626718,cluster3
10363,a0acd3fe3ae01fb3,0.392453,0.626705,cluster3
10364,a0c4a46ba6415f1b,0.358569,0.670149,cluster4
10365,a0c4a46ba6415f1b,0.358575,0.670148,cluster4
10366,a0c4a46ba6415f1b,0.358571,0.670149,cluster4
10367,a0c4a46ba6415f1b,0.358575,0.670148,cluster4
10368,a0c4a46ba6415f1b,0.35857,0.670148,cluster4
10369,a0c4a46ba6415f1b,0.358575,0.670148,cluster4
10370,a0c4a46ba6415f1b,0.358571,0.670149,cluster4
10371,a0c4a46ba6415f1b,0.358573,0.670149,cluster4
10372,a0c4a46ba6415f1b,0.358571,0.670149,cluster4
10373,a0c4a46ba6415f1b,0.358573,0.670149,cluster4
10374,a0c4a46ba6415f1b,0.358572,0.670149,cluster4
10375,a0cb4f8e8176ee7e,0.403142,0.657312,cluster7
10376,a0cb4f8e8176ee7e,0.403146,0.657312,cluster7
10377,a14a66c6a4723bfc,0.359166,0.673529,cluster4
10378,a14a66c6a4723bfc,0.359167,0.673528,cluster4
10379,a14a66c6a4723bfc,0.359169,0.673527,cluster4
10380,a14a66c6a4723bfc,0.359168,0.673528,cluster4
10381,a14a66c6a4723bfc,0.359166,0.673528,cluster4
10382,a14a66c6a4723bfc,0.359166,0.673528,cluster4
10383,a191507cff03c060,0.295597,0.662713,cluster10
10384,a191507cff03c060,0.295602,0.662718,cluster10
10385,a191507cff03c060,0.295602,0.662718,cluster10
10386,a191507cff03c060,0.295597,0.662713,cluster10
10387,a191507cff03c060,0.295602,0.662718,cluster10
10388,a191507cff03c060,0.295602,0.662718,cluster10
10389,a197e7cf4a75eca5,0.358764,0.670442,cluster4
10390,a197e7cf4a75eca5,0.358762,0.670441,cluster4
10391,a197e7cf4a75eca5,0.35876,0.670446,cluster4
10392,a197e7cf4a75eca5,0.35876,0.670446,cluster4
10393,a1d6db75ab1a4b42,0.477316,0.687451,cluster8
10394,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10395,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10396,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10397,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10398,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10399,a1e43cc233cf3b0,0.389217,0.662545,cluster7
10400,a1e43cc233cf3b0,0.389223,0.662543,cluster7
10401,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10402,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10403,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10404,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10405,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10406,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10407,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10408,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10409,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10410,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10411,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10412,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10413,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10414,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10415,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10416,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10417,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10418,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10419,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10420,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10421,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10422,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10423,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10424,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10425,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10426,a25eaeb06705c15d,0.35868,0.671082,cluster4
10427,a25eaeb06705c15d,0.358681,0.671082,cluster4
10428,a268e65f28aeca1e,0.345636,0.667579,cluster4
10429,a2e3afe9549647e5,0.277124,0.656182,cluster10
10430,a2e3afe9549647e5,0.277124,0.656181,cluster10
10431,a2ea9fa3f833f6af,0.34776,0.670149,cluster4
10432,a2ea9fa3f833f6af,0.34776,0.670149,cluster4
10433,a2ea9fa3f833f6af,0.34776,0.670149,cluster4
10434,a2ea9fa3f833f6af,0.34776,0.670149,cluster4
10435,a2ea9fa3f833f6af,0.347748,0.670146,cluster4
10436,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10437,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10438,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10439,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10440,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10441,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10442,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10443,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10444,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10445,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10446,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10447,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10448,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10449,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10450,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10451,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10452,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10453,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10454,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10455,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10456,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10457,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10458,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10459,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10460,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10461,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10462,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10463,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10464,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10465,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10466,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10467,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10468,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10469,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10470,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10471,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10472,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10473,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10474,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10475,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10476,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10477,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10478,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10479,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10480,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10481,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10482,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10483,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10484,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10485,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10486,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10487,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10488,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10489,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10490,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10491,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10492,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10493,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10494,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10495,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10496,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10497,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10498,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10499,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10500,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10501,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10502,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10503,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10504,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10505,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10506,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10507,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10508,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10509,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10510,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10511,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10512,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10513,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10514,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10515,a305582c41a9ccab,0.433206,0.637036,cluster0
10516,a305582c41a9ccab,0.433307,0.63682,cluster0
10517,a305582c41a9ccab,0.433307,0.63682,cluster0
10518,a305582c41a9ccab,0.433338,0.636797,cluster0
10519,a305582c41a9ccab,0.433307,0.63682,cluster0
10520,a305582c41a9ccab,0.433338,0.636797,cluster0
10521,a305582c41a9ccab,0.433307,0.63682,cluster0
10522,a305582c41a9ccab,0.433338,0.636797,cluster0
10523,a305582c41a9ccab,0.433306,0.636756,cluster0
10524,a305582c41a9ccab,0.433306,0.636757,cluster0
10525,a305582c41a9ccab,0.433338,0.636797,cluster0
10526,a305582c41a9ccab,0.433307,0.63682,cluster0
10527,a305582c41a9ccab,0.433306,0.636757,cluster0
10528,a305582c41a9ccab,0.433307,0.63682,cluster0
10529,a305582c41a9ccab,0.433306,0.636757,cluster0
10530,a31549a20d8b0f3c,0.425057,0.65725,cluster7
10531,a31549a20d8b0f3c,0.424965,0.657137,cluster7
10532,a31549a20d8b0f3c,0.424965,0.657137,cluster7
10533,a31549a20d8b0f3c,0.424965,0.657137,cluster7
10534,a354410e8d9a3d50,0.422701,0.6499,cluster7
10535,a354410e8d9a3d50,0.4227,0.6499,cluster7
10536,a354410e8d9a3d50,0.42248,0.650084,cluster7
10537,a354410e8d9a3d50,0.422472,0.65009,cluster7
10538,a354410e8d9a3d50,0.422472,0.65009,cluster7
10539,a36d2b82b3c60906,0.528003,0.732647,cluster2
10540,a43e0762ed1432ce,0.401504,0.627993,cluster3
10541,a43e0762ed1432ce,0.401504,0.627993,cluster3
10542,a43e0762ed1432ce,0.401504,0.627993,cluster3
10543,a43f2101638a12c5,0.344467,0.668182,cluster4
10544,a44adcdcb6dad3ae,0.294384,0.662321,cluster10
10545,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10546,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10547,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10548,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10549,a1e43cc233cf3b0,0.389397,0.662504,cluster7
10550,a219c347ca40326e,0.516058,0.698314,cluster2
10551,a219c347ca40326e,0.516036,0.698291,cluster2
10552,a219c347ca40326e,0.516038,0.698296,cluster2
10553,a219c347ca40326e,0.516036,0.698291,cluster2
10554,a2439fe9ef0d3224,0.460023,0.646485,cluster0
10555,a2439fe9ef0d3224,0.460023,0.646485,cluster0
10556,a243b4498b26f929,0.345944,0.624186,cluster6
10557,a2f72d1efc2325,0.249911,0.629276,cluster9
10558,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10559,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10560,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10561,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10562,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10563,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10564,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10565,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10566,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10567,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10568,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10569,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10570,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10571,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10572,a2ff5078ddb825cb,0.255957,0.632464,cluster9
10573,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10574,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10575,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10576,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10577,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10578,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10579,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10580,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10581,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10582,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10583,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10584,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10585,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10586,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10587,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10588,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10589,a2ff5078ddb825cb,0.25596,0.632461,cluster9
10590,a2ff5078ddb825cb,0.25596,0.632461,cluster9
10591,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10592,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10593,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10594,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10595,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10596,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10597,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10598,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10599,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10600,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10601,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10602,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10603,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10604,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10605,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10606,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10607,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10608,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10609,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10610,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10611,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10612,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10613,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10614,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10615,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10616,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10617,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10618,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10619,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10620,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10621,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10622,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10623,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10624,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10625,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10626,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10627,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10628,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10629,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10630,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10631,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10632,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10633,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10634,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10635,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10636,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10637,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10638,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10639,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10640,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10641,a2ff5078ddb825cb,0.25596,0.632461,cluster9
10642,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10643,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10644,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10645,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10646,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10647,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10648,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10649,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10650,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10651,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10652,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10653,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10654,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10655,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10656,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10657,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10658,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10659,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10660,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10661,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10662,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10663,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10664,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10665,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10666,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10667,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10668,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10669,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10670,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10671,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10672,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10673,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10674,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10675,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10676,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10677,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10678,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10679,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10680,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10681,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10682,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10683,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10684,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10685,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10686,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10687,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10688,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10689,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10690,a2ff5078ddb825cb,0.255973,0.632461,cluster9
10691,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10692,a2ff5078ddb825cb,0.255958,0.632464,cluster9
10693,a2ff5078ddb825cb,0.255971,0.632462,cluster9
10694,a305582c41a9ccab,0.433206,0.637036,cluster0
10695,a305582c41a9ccab,0.433206,0.637036,cluster0
10696,a30e16b56286cc92,0.360079,0.674017,cluster4
10697,a30e16b56286cc92,0.359977,0.673993,cluster4
10698,a30e16b56286cc92,0.360079,0.674017,cluster4
10699,a310488a158bc089,0.36093,0.66824,cluster4
10700,a310488a158bc089,0.360932,0.66824,cluster4
10701,a31549a20d8b0f3c,0.424965,0.657139,cluster7
10702,a31549a20d8b0f3c,0.424965,0.657137,cluster7
10703,a413c656aeab33e1,0.357572,0.675974,cluster4
10704,a413c656aeab33e1,0.35757,0.675973,cluster4
10705,a413c656aeab33e1,0.357569,0.675973,cluster4
10706,a413c656aeab33e1,0.35757,0.675973,cluster4
10707,a413c656aeab33e1,0.357573,0.675974,cluster4
10708,a43a67654e559447,0.451592,0.651126,cluster0
10709,a43a67654e559447,0.451593,0.651126,cluster0
10710,a43a67654e559447,0.451593,0.651126,cluster0
10711,a43a67654e559447,0.451593,0.651126,cluster0
10712,a43a67654e559447,0.451593,0.651126,cluster0
10713,a43a67654e559447,0.451593,0.651126,cluster0
10714,a43a67654e559447,0.451593,0.651126,cluster0
10715,a43e0762ed1432ce,0.400283,0.632207,cluster3
10716,a43e0762ed1432ce,0.400281,0.632141,cluster3
10717,a43e0762ed1432ce,0.400281,0.632081,cluster3
10718,a43e0762ed1432ce,0.400283,0.632019,cluster3
10719,a43e0762ed1432ce,0.400287,0.63197,cluster3
10720,a43e0762ed1432ce,0.400307,0.631917,cluster3
10721,a43e0762ed1432ce,0.400335,0.631872,cluster3
10722,a43e0762ed1432ce,0.400385,0.631814,cluster3
10723,a43e0762ed1432ce,0.400401,0.631794,cluster3
10724,a43e0762ed1432ce,0.400446,0.631743,cluster3
10725,a43e0762ed1432ce,0.400491,0.631681,cluster3
10726,a43e0762ed1432ce,0.400513,0.631636,cluster3
10727,a43e0762ed1432ce,0.400523,0.631597,cluster3
10728,a43e0762ed1432ce,0.400526,0.631566,cluster3
10729,a43e0762ed1432ce,0.400567,0.63151,cluster3
10730,a43e0762ed1432ce,0.401504,0.627993,cluster3
10731,a43e0762ed1432ce,0.401504,0.627993,cluster3
10732,a4bc1b5f7e5045ba,0.364502,0.666558,cluster4
10733,a4bc1b5f7e5045ba,0.364502,0.666558,cluster4
10734,a4bc1b5f7e5045ba,0.364502,0.666559,cluster4
10735,a4bc1b5f7e5045ba,0.364508,0.666557,cluster4
